FOOD_CODE,FOOD_NAME,ENERGY
D016463,상큼한 봄딸기 비스켓,361
D016464,보스톤 크림,250
D016465,올드훼션드 글레이즈드,280
D016466,던킨 글레이즈드,210
D016467,올리브 츄이스티,220
D016468,카푸치노 츄이스티,225
D016469,사랑에 빠진 하트,265
D016470,던킨 카페모카롤,310
D016471,허니후리터,310
D016472,아몬드초코크런치,245
D016473,카카오하니딥,240
D016474,허니찹쌀스틱,250
D016475,카카오 후로스티드,220
D016476,블루베리필드,200
D016477,바바리안필드,215
D016478,스트로베리필드,235
D016479,스트로베리 먼치킨,195
D016480,오리지널케익먼치킨,235
D016481,카카오하니딥먼치킨,245
D016482,바바리안먼치킨,190
D016483,멀티그레인 베이글,320
D016484,소시지 인 치즈 베이글,255
D016485,치즈 인 치즈 베이글,190
D016486,블루베리베이글,345
D016487,플레인베이글,305
D016488,스키피 피넛버터 머핀,425
D016489,녹차 초코칩 머핀,430
D016490,아메리칸 콘 브레드,235
D016491,카카오팬브라우니,340
D016492,비프칠리핫도그,430
D016493,브리오슈핫도그,480
D016494,페스츄리 그릴드치즈,440
D016495,웨이크업랩,200
D016496,떠먹는 떡볶이 도넛,495
D016497,페스츄리 크로크무슈,600
D016498,치킨 머쉬룸 플랫브레드,425
D016499,스파이시 치킨 치아바타,510
D016500,베이컨에그 잉글리쉬머핀,280
D016501,햄에그 잉글리쉬머핀,235
D016502,그릭슈바인소시지로만든모짜렐라핫도그,260
D016503,(앳홈)그릭슈바인 소시지로 만든 핫도그,270
D016504,(앳홈) 크림치즈프렛즐,250
D016505,(앳홈) 치킨퀘사디아,190
D016506,(앳홈) 스파이시 치킨 브리또,260
D016507,아메리카노(R),10
D016508,아메리카노(S),10
D016509,아이스 아메리카노(R),15
D016510,아이스 아메리카노(S),10
D016511,카페라떼(R),210
D016512,카페라떼(S),160
D016513,아이스 카페라떼(R),145
D016514,아이스 카페라떼(S),100
D016515,카푸치노(R),190
D016516,카푸치노(S),145
D016517,카페모카(R),440
D016518,카페모카(S),350
D016519,아이스 카페모카(R),375
D016520,아이스 카페모카(S),310
D016521,카라멜마끼아또(R),340
D016522,카라멜마끼아또(S),235
D016523,아이스 카라멜마끼아또(R),380
D016524,아이스 카라멜마끼아또(S),295
D016525,아이스 바닐라라떼(R),375
D016526,아이스 바닐라라떼(S),280
D016527,폼나는 콜드브루 아메리카노 (R),40
D016528,코코넛 콜드브루 라떼,210
D016529,코코넛 콜드브루 크러쉬,355
D016530,콜드브루 아메리카노(R),15
D016531,콜드브루 아메리카노(S),10
D016532,콜드브루 라떼(R),135
D016533,콜드브루 라떼(S),100
D016534,콜드브루 허니라떼(R),200
D016535,콜드브루 허니라떼(S),165
D016536,콜드브루 보틀,25
D016537,폼나는 메종드 카라멜,275
D016538,폼나는 롱비치블루 아메리카노®,45
D016539,롱비치블루 아이스 바닐라라떼(S),215
D016540,롱비치블루 아이스 카페모카(S),345
D016541,롱비치블루 카라멜마끼아또(S),235
D016542,롱비치블루 아이스 카페라떼(S),140
D016543,롱비치블루 아이스 아메리카노(S),10
D016544,롱비치블루 바닐라라떼(S),245
D016545,롱비치블루 카페모카(S),370
D016546,롱비치블루 아이스 카라멜마끼아또(S),230
D016547,롱비치블루 카푸치노(S),150
D016548,롱비치블루 카페라떼(S),170
D016549,롱비치블루 아메리카노(S),15
D016550,딸기 요거트 스무디,310
D016551,플레인 요거트 스무디,350
D016552,스트로베리 바나나 쿨라타(R),230
D016553,스트로베리 바나나 쿨라타(S),190
D016554,오렌지 망고 쿨라타(R),230
D016555,오렌지 망고 쿨라타(S),190
D016556,청포도 봉봉 쿨라타(R),170
D016557,청포도 봉봉 쿨라타(S),140
D016558,허니딸기라떼,270
D016559,딸기 스무디,250
D016560,망고 스무디,190
D016561,미숫가루 크러쉬(S),297
D016562,블랙버블 미숫가루 크러쉬(S),381
D016563,허쉬 모카 던카치노(S),330
D016564,블랙버블 허쉬 크러쉬(S),465
D016565,깔라만시 크러쉬,180
D016566,제주감귤 아이스 크러쉬,230
D016567,수박 크러쉬(S),150
D016568,카라멜 던카치노(S),300
D016569,레몬에이드(R),220
D016570,자몽 에이드(R),190
D016571,아이스티 복숭아(R),195
D016572,아이스티 복숭아(S),170
D016573,미숫가루 라떼(S),335
D016574,제주 청귤 블렌딩 티(S),200
D016575,폼나는 아이스 밀크티 (R),207
D016576,폼나는 아이스 그린티 라떼 (R),195
D016577,블랙버블 라떼,310
D016578,블랙버블 밀크티,275
D016579,퍼스트브레이크,0
D016580,런마테,0
D016581,유자 블렌딩티(S),185
D016582,레몬 블렌딩티(S),255
D016583,핫초코(R),480
D016584,핫초코(S),375
D016585,아이스 초코(R),360
D016586,아이스 초코(S),280
D016587,밀크티 라떼(R),350
D016588,밀크티 라떼(S),290
D016589,아이스 밀크티 라떼 (S),240
D016590,아이스 밀크티 라떼(R),285
D016591,그린티 라떼(R),305
D016592,그린티라떼(S),245
D016593,아이스 그린티 라떼(R),195
D016594,아이스 그린티 라떼(S),165
D016595,바닐라라떼(R),420
D016596,바닐라라떼(S),320
D016597,코코넛앤망고 스노우 빙수,385
D016598,밀크 스노우 빙수,605
D016599,아이스 요거트,112
D016601,아이스 블루,64
D016602,아이스 초코치노,150
D016603,아이스 라떼,130
D016604,아이스 바닐라,140
D016605,아이스 바닐라,20
D016606,모닝콤보 오렌지 주스,88
D016607,아이스 맨하탄 드립 커피(R),20
D016608,아이스 맨하탄 드립 커피(S),15
D016609,첼시바이브 아메리카노 (S),15
D016610,첼시바이브 아이스아메리카노 (S),10
D016611,첼시바이브 아이스카페라떼 (S),125
D016612,첼시바이브 카푸치노 (S),150
D016613,첼시바이브 카페라떼 (S),170
D016614,연유 버터 라우겐,470
D016615,볼매 연유크림 브레드,455
D016616,옥수수 범벅,310
D016617,고메 미트볼 고로케,350
D016618,골든 고구마 패스트리,505
D016619,반반모스,1680
D016620,황금파이만주,305
D016621,오리지날 뺑오레쟁,390
D016622,바통쉬크레,595
D016623,크리스피쇼콜라,515
D016624,갈릭퐁당브레드 (소),615
D016625,갈릭퐁당브레드 (대),1195
D016626,초코호두 브리오쉬,365
D016627,흑미 찹쌀 토스트 식빵,1050
D016628,고메버터식빵,1035
D016629,통우유식빵,270
D016630,통우유식빵(Half),225
D016631,흑심 품은 맘모스 (소),535
D016632,사르르 고구마 케이크 빵,385
D016633,달콤한 흑당 꿀 도넛 (3개입),570
D016634,베리베리 건강브레드 (소),280
D016635,생크림 만난 마롱 브레드,455
D016636,베리베리 건강브레드 (대),280
D016637,초코칩트위스트,325
D016638,고소하고 쫄깃한 찹쌀브레드,255
D016639,슈크림소보로,510
D016640,새콤달콤 유자파이,365
D016641,라우겐(2개입),430
D016642,흑심 품은 맘모스 (대),1075
D016643,생크림 듬뿍 망고 패스트리,330
D016644,요거크림 듬뿍 블루베리 패스트리,325
D016645,크림 듬뿍 파이슈,455
D016646,NEW정통고로케,315
D016647,NEW김치고로케,375
D016648,NEW바베큐치킨고로케,360
D016649,치킨마요브레드,365
D016650,부추잡채고로케,320
D016651,골든피치패스트리,405
D016652,청포도패스트리,215
D016653,TLJ 옥수수 듬뿍 옥수수식빵,950
D016654,소금버터빵,320
D016655,빵속에리얼초코,200
D016656,아몬드보스톡,300
D016657,카라멜러스크,270
D016658,NEW고소한후랑크소시지,285
D016659,NEW어니언소시지포카치아,490
D016660,크림가득 인절미 브레드,615
D016661,오리지널뺑오쇼콜라,230
D016662,NEW단팥소보로,410
D016663,신선함이 가득한 11시 생크림식빵,240
D016664,탕종법으로 만든 쫄깃한 식빵,170
D016665,후레쉬 크림빵,265
D016666,쫄깃한 찹쌀도넛,275
D016667,호두 연유 바게트,750
D016668,한입쏘옥 크림치즈파이,130
D016669,오리지널 크라상,260
D016670,프랑보아즈 아몬드 크라상,450
D016671,밤이 듬뿍 맘모스(소),645
D016672,통큰양파빵,605
D016673,퀸즈 브리오쉬 브레드,885
D016674,담백하고쫄깃한탕종브레드,165
D016675,핫도그패스트리,345
D016676,밤이 듬뿍 맘모스(대),1290
D016677,오리지널 생크림 크라상,305
D016678,카페모카빵(소),460
D016679,스윗 갈릭킹,405
D016680,"겉은바삭, 속은 촉촉한 플레인스콘",295
D016681,"겉은바삭, 속은 촉촉한 쇼콜라스콘",300
D016682,낙엽소시지브레드,360
D016683,동글동글순치즈,310
D016684,카페 카야번,330
D016685,순우유브레드,435
D016686,뉴패스트리도넛,190
D016687,맘모스빵 (소),450
D016688,땅콩크림밀크브레드,260
D016689,허니밀크브레드,875
D016690,순꿀 호떡,210
D016691,추억의 옥수수소보로,405
D016692,NEW 빵 속에 순치즈,240
D016693,한겹한겹 촉촉한 밀크브레드,445
D016694,NEW 빵 속에 순우유,185
D016695,순 애플링,555
D016696,쫄깃한 치즈스틱,210
D016697,크랜베리애플크림치즈,240
D016698,겹겹이 밀크롤인,63
D016699,크림치즈브레드,245
D016700,잡곡고구마찹쌀브레드,695
D016701,메론빵,260
D016702,NEW 블루베리 크림치즈,235
D016703,카페모카빵(대),925
D016704,단팥앙금롤브레드,925
D016705,동글동글순우유롤,1250
D016706,부드러운후레쉬크림샌드빵,275
D016707,깨찰빵,180
D016708,맘모스빵(대),860
D016709,진짜고소한땅콩크림빵,350
D016710,호두가오독오독씹히는단팥빵,435
D016711,땅콩크림소보로,465
D016712,연유크림만난단팥빵,340
D016713,행복한바나나,240
D016714,초코가나슈크림빵,270
D016715,슈크림빵,260
D016716,단팥빵,265
D016717,소보로빵,315
D016718,완두앙금빵,255
D016719,초코소라빵,245
D016720,까까웨뜨,325
D016721,더블초코칩쿠키,160
D016722,청키초코칩쿠키,155
D016723,피넛버터쿠키,175
D016724,겹겹이 치즈스틱,64
D016725,띠띠뽀띠띠뽀미니샌드피넛,215
D016726,띠띠뽀띠띠뽀미니샌드스트로베리,215
D016727,팥과 크림이 꽉찬 크리미 단팥,305
D016728,한입두입미니단팥빵,516
D016729,TLJ 옥수수식빵,1425
D016730,진한두유검은콩식빵,225
D016731,모카패스트리식빵,250
D016732,호박패스트리식빵,1285
D016733,롤치즈식빵,235
D016734,밤식빵,1440
D016735,데니쉬식빵,260
D016736,딸기잼 듬뿍 미니식빵,890
D016737,순수한맛 순우유식빵,230
D016738,순수한맛 순우유롤(봉),295
D016739,데일리 우유식빵,280
D016740,열두가지 곡물식빵,290
D016741,바로굽는 토스트식빵,310
D016742,담백한 모닝식빵,280
D016743,호박검은깨식빵,290
D016744,깨찰도넛,215
D016745,프리미엄단팥도넛,430
D016746,렛츠트위스트,165
D016747,옥수수트위스트,255
D016748,엄마랑장볼때먹던 그때그도나쓰,435
D016749,슈거글레이즈드도넛,175
D016750,딸기마카롱도넛,225
D016751,롱스틱초코도넛,330
D016752,초코마카롱도넛,215
D016753,바바리안크림도넛,175
D016754,스트로베리쨈도넛,180
D016755,깜파뉴속의리얼초코,390
D016756,몽블랑패스트리,330
D016757,크림치즈데니쉬,305
D016758,NEW 파이스틱,170
D016759,고구마파이,285
D016760,밤패스트리,530
D016761,에그타르트,145
D016762,블랙올리브치즈브레드,255
D016763,바게트토스트,240
D016764,건포도빵,245
D016765,진한초콜릿깜파뉴,195
D016766,순꿀 바게트,295
D016767,프랑스바게트,230
D016768,마늘스틱,170
D016769,호두바게트,455
D016770,플레인베이글,295
D016771,블루베리베이글,320
D016772,어니언베이글,305
D016773,통밀빵,765
D016774,미니치즈롤,50
D016775,치즈듬뿍 순꿀꽃,540
D016776,소시지카레양파빵,335
D016777,미니데니쉬,100
D016778,사각후랑크패스트리,215
D016779,감자 베이컨 롤,270
D016780,추억의 사라다 고로케,355
D016781,미니햄치즈롤(봉),555
D016782,트윈에그브레드,250
D016783,피자토스트,245
D016784,쫄깃한피자빵,235
D016785,폭신폭신모닝롤,750
D016786,후랑크패스트리,425
D016787,사르르 초코 생크림 쉬폰,1130
D016788,"4랑해, 나도",1920
D016789,우리유자 롤케이크,370
D016790,볼빨간 사과 생크림,1475
D016791,부드러운 고구마 라떼 케이크,2530
D016792,진한 우유 생크림 케이크 1호,1420
D016793,크레이프 케이크,200
D016794,진한 우유 생크림 케이크 2호,1580
D016795,바닐라 초코 하트,255
D016796,떠먹는 쿠키앤크림 볼,245
D016797,러브 블루베리 케이크,250
D016798,클래식모카케이크,280
D016799,흑당 카스테라,1519
D016800,사르르~ 생크림 쉬폰,940
D016801,생크림케이크1호C,1535
D016802,생크림케이크1호A,1310
D016803,생크림케이크2호E,2025
D016804,생크림케이크2호D,1960
D016805,오!해피 복숭아 케이크,205
D016806,유자레몬마카롱,95
D016807,채석장에 간 띠띠뽀와 디젤,350
D016808,브라우니 쿠키샌드,266
D016809,띠띠뽀의 기차마을,3095
D016810,클래식 롤케이크,360
D016811,클래식 딸기잼 롤케이크,315
D016812,블루베리 더블크림 롤케이크,385
D016813,그랑드카페모카 롤케이크,375
D016814,더블초코 롤케이크,383
D016815,제주첫물녹차 롤케이크,365
D016816,허니월넛 롤케이크,390
D016817,달콤 밤만주,171
D016818,우리 유자 카스테라,310
D016819,생크림케이크1호B,1345
D016820,생크림케이크1호D,1460
D016821,생크림케이크2호C,2155
D016822,클래식 파운드,450
D016823,호두 파운드,484
D016824,클래식 카스테라,306
D016825,제주 첫물녹차 카스테라,296
D016826,생크림케이크3호B,2570
D016827,생크림케이크3호C,2650
D016828,초코쉬폰2호B,2185
D016829,그린티쉬폰2호B,2115
D016830,블루베리쉬폰2호B,2220
D016831,초코생크림케이크1호,1620
D016832,초코생크림케이크2호,2315
D016833,블루베리하트케이크,1970
D016834,생크림케이크2호A,2000
D016835,생크림케이크3호A,2710
D016836,초코쉬폰2호A,2090
D016837,그린티쉬폰2호A,2045
D016838,블루베리쉬폰2호A,2015
D016839,초코생크림케이크3호,3090
D016840,요거딸기생크림케이크,1930
D016841,순매직베리케이크,2660
D016842,순매직딸기케이크,2570
D016843,스윗소원상자,1485
D016844,티라미수 타르트,155
D016845,유자 치즈 케이크,2315
D016846,진한 치즈   달콤한 고구마 케이크,220
D016847,클라우드 쉬폰,260
D016848,더블초코마카롱,110
D016849,솔티드카라멜마카롱,105
D016850,행복하면 돼지,1630
D016851,까망쿠키 치즈케이크,300
D016852,쇼콜라갸또(조각),285
D016853,순우유딸기무스(조각),155
D016854,스트로베리 치즈 스퀘어,1555
D016855,골든애플롤,355
D016856,몽블랑 마카롱,85
D016857,티라미수 마카롱,100
D016858,수플레치즈타임,519
D016859,즐거운 초코바나나 케이크,225
D016860,초코 골드 레이어 케이크,220
D016861,촉촉한초코타임,913
D016862,행복한 플라워하트 케이크,205
D016864,스윗마들렌(마들렌),72
D016865,스윗마들렌(레드벨벳마들렌),71
D016866,스윗마들렌(초코마들렌),72
D016867,크림치즈타르트,190
D016868,쁘띠 복숭아 케이크,350
D016869,쁘띠 한라봉 오렌지 케이크,355
D016870,오! 해피 한라봉 오렌지 케이크,185
D016871,클라우드 스트로베리 치즈케이크,315
D016872,쇼콜라 갸또,265
D016873,트윙클 초코별 케이크,270
D016874,더블 초코 스퀘어,240
D016875,러브 브라우니 초코케이크,245
D016876,고구마 케이크 1호,180
D016877,고구마 케이크 2호,180
D016878,고구마 케이크 3호,165
D016879,엔젤 프레즈 쉬폰,385
D016880,모찌모찌 그린티,250
D016881,마카롱 판타지아,225
D016882,케이크속에순우유 (조각),205
D016883,쇼콜라더롤라운드케이크,295
D016884,커피향가득한카페티라미수,145
D016885,정말 진한 순치즈 케이크,225
D016886,티라미수롤,330
D016887,곰돌이와함께하는파티케이크,225
D016888,클래식치즈케이크3호,190
D016889,마스카포네티라미수,215
D016890,아이스박스케이크,270
D016891,케이크속에순우유,250
D016892,고구마티라미스를만나다,230
D016893,클래식녹차케이크(대),245
D016894,사랑을전하는가나슈케익,250
D016895,달콤화이트초코케익3호,240
D016896,순우유딸기무스,195
D016897,스위트러브초코,230
D016898,호두파이,275
D016899,진한초코케이크,185
D016900,생크림케이크5호B,195
D016901,티라미슈B,215
D016902,딸기티라미슈A,205
D016903,클래식치즈케이크1호,165
D016904,생크림케이크 6호B,195
D016905,생크림케이크4호E,190
D016906,"생크림2단케익(5호,3호)",220
D016907,달콤화이트초코케이크5호,240
D016908,러브스트로베리케이크,235
D016909,하트앤하트케이크,225
D016910,러브앤초코케이크,250
D016911,로맨틱홀리데이,265
D016912,클래식녹차케이크,285
D016913,달콤밀크초코케익4호,225
D016914,생크림케이크6호A,195
D016915,생크림케이크5호A,190
D016916,생크림케이크4호C,195
D016917,생크림케이크4호A,200
D016918,다크초코스퀘어,225
D016919,우리쌀케익,265
D016920,카페플라워,245
D016921,천사가전하는달콤초코하트케이크,225
D016922,하트를듬뿍담은쇼콜라스퀘어,260
D016923,초코패밀리케익5호,275
D016924,클래식녹차케이크 피스,240
D016925,정말진한초코케이크피스,235
D016926,고구마케이크(조각),315
D016927,클래식치즈케이크(조각),210
D016928,초코티라미수(조각),265
D016929,마스카포네티라미수피스,220
D016930,6호 3단 웨딩케익,240
D016931,디어마이프린세스,230
D016932,6호 3단 화이트케이크,255
D016933,6호2단화이트케이크(다리포함),245
D016934,6호 2단 화이트케이크,245
D016935,new 6호 3단 화이트케이크(다리포함),260
D016936,5호 2단 초콜릿 케이크,260
D016937,뚜레쥬르 휭거마드레느,60
D016938,바닐라마카롱,85
D016939,패션마카롱,70
D016940,산딸기마카롱,75
D016941,블루베리마카롱,70
D016942,녹차마카롱,90
D016943,초코마카롱,85
D016944,부드럽고촉촉한고구마케이크,231
D016945,부드럽고촉촉한치즈케이크,245
D016946,미니호두파이,490
D016947,녹차카스테라,140
D016948,허니 카스테라,140
D016949,부드러운 카스테라,320
D016950,베이비슈,95
D016951,한컵의부드러움초코쉬폰,200
D016952,한컵의부드러움우유쉬폰,205
D016953,쁘띠치즈머핀,290
D016954,쁘띠초코머핀,260
D016955,휭거마드레느(낱개),60
D016956,리얼브라우니,325
D016957,떠먹는 쁘띠 티라미수,325
D016958,맛있게 뜯어먹는 순우유 쉬폰,200
D016959,BBQ 치킨 치아바타,605
D016960,쉬림프카츠 샌드위치,435
D016961,추억의 옛날토스트,390
D016962,프리미엄 매콤 치킨버거,480
D016963,통밀 크랜베리치킨 샌드위치,290
D016964,단호박 새송이 샌드위치,400
D016965,크랜베리치킨패스트리,445
D016966,치즈어니언치킨샌드위치,290
D016967,단호박 호두강정 샌드위치,305
D016968,통밀 크랜베리치킨   단호박 호두강정 샌드위치,295
D016969,단호박 호두강정   뉴통밀후레쉬 샌드위치,300
D016970,크랜베리치킨   아삭햄치즈 패스트리,450
D016971,베이컨에그브리오쉬,355
D016972,스크램블에그브리오쉬,285
D016973,그릴드 떡갈비 샌드위치,295
D016974,브레드 브륄레,653
D016975,햄치즈 토스트,595
D016976,치킨 클럽 퀘사디아,520
D016977,치킨텐더 밸런스 랩,545
D016978,담백한 프로슈토 샌드위치,400
D016979,신선한 바질페스토 샌드위치,240
D016980,바질치킨 통밀 샌드위치,375
D016981,브리치즈 크라상 샌드위치,320
D016982,싱그러운 치킨텐더 그린 랩,500
D016983,바질페스토마요 스프레드,185
D016984,비프 불고기 샌드위치,435
D016985,리얼미트 칠리핫도그,370
D016986,몬테 크리스토,660
D016987,프리미엄 크래미샌드위치,510
D016988,로제치킨 밸런스 샌드위치,610
D016989,상큼발랄 밸런스 박스,265
D016990,에그쉬림프 샌드위치,485
D016991,NEW 시그니쳐샌드위치,625
D016992,맛살 프레쉬 샌드위치,475
D016993,감자 맛살 2 IN 1,530
D016994,B.E.L.T 샌드위치,385
D016995,햄 포테이토샐러드 샌드위치,735
D016996,에그  감자 사라다 샌드위치,330
D016997,통밀 후레쉬 샌드위치,455
D016998,함박미니버거샌드위치,270
D016999,햄치즈 에그샐러드샌드위치,450
D017000,TLJ치킨클럽샌드위치,745
D017001,손보다 빅버거,700
D017002,바베큐 치킨마요 롤피자,575
D017003,치즈가득크로크무슈,400
D017004,핫 오믈렛 라이스머핀,280
D017005,든든한 모닝에그토스트,280
D017006,어니언 햄   치즈 베이글 샌드위치,550
D017007,베이컨 크랜베리치킨 샐러드,325
D017008,단호박 리코타 과일 샐러드,390
D017009,치킨시저샐러드,445
D017010,흔들어먹는 쉑쉑 타코 샐러드,370
D017011,흔들어먹는 쉑쉑 롤치즈 샐러드,210
D017012,리코타   상큼 과일 샐러드,380
D017013,치킨 텐더 샐러드,545
D017014,에너지 밸런스 박스,405
D017015,밸런스 박스,380
D017016,상큼과일치킨샐러드,225
D017017,콥 샐러드,470
D017018,하루한컵 비타민,75
D017019,모닝죽_단팥,135
D017020,모닝죽_단호박,75
D017021,아메리카노,10
D017022,카페라떼,180
D017023,딸기 스무디,285
D017024,망고 스무디,230
D017025,카라멜 마끼아또,235
D017026,캐모마일,0
D017027,복숭아 자두스무디,245
D017028,페퍼민트,5
D017030,아이스 카페라떼,110
D017031,아이스 아메리카노,10
D017032,카푸치노,120
D017033,아이스 카라멜 마끼아또,200
D017034,카페모카,335
D017035,아이스 카페모카,230
D017036,바닐라라떼,240
D017037,아이스 바닐라라떼,190
D017038,자몽에이드,180
D017039,레몬에이드,220
D017040,아이스 그린티 라떼,185
D017041,로얄 밀크티 라떼,250
D017042,아이스 로얄 밀크티 라떼,170
D017043,유자레몬티,240
D017044,핫초코,360
D017045,아이스 초코,250
D017046,그린티 라떼,300
D017047,자몽티,160
D017048,복숭아 아이스티,135
D017049,캐모마일 티,0
D017050,페퍼민트 티,5
D017051,잉글리쉬블랙퍼스트 티,0
D017066,뚜레쥬르 바닐라,221
D017067,뚜레쥬르 스트로베리,198
D017068,뚜레쥬르 그린티,225
D017069,요거트 웨이퍼샌드,166
D017070,라즈베리 웨이퍼샌드,175
D017072,통단팥 국화모니카,102
D017075,녹차웨이퍼샌드,41
D017077,양갱세트(뚜레쥬르팥맛영양갱),130
D017078,양갱세트(뚜레쥬르고구마맛영양갱),125
D017079,양갱세트(뚜레쥬르밤맛영양갱),125
D017081,디럭스쿠키(화이트버터쿠키),330
D017082,디럭스쿠키(커피디아망쿠키),405
D017083,디럭스쿠키(가나슈쿠키),390
D017084,디럭스쿠키(로터스쿠키),390
D017085,디럭스쿠키(초콜릿칩쿠키),315
D017086,디럭스쿠키(크랜베리쿠키),360
D017088,오색만주세트(녹차),210
D017089,오색만주세트(초코),215
D017090,오색만주세트(애플),215
D017091,오색만주세트(팥),210
D017092,오색만주세트(유자),215
D017096,가나슈쿠키,776
D017097,랑그드샤쿠키세트,547
D017099,우리밀전병세트(우리밀로만든검은깨전병),115
D017100,우리밀전병세트(우리밀로만든땅콩전병),119
D017101,우리밀전병세트(우리밀로만든김맛전병),113
D017102,쿠키컬렉션,491
D017105,쿠키블라썸,486
D017113,모나카 선물세트(백색밤),105
D017114,모나카 선물세트(분홍팥),100
D017115,모나카 선물세트(갈색흑임자),105
D017117,뚜레쥬르 도라야끼(팥도라야끼),199
D017118,뚜레쥬르 도라야끼(호두도라야끼),202
D017119,뚜레쥬르 도라야끼(밤도라야끼),199
D017120,웨이퍼롤 바닐라,640
D017121,웨이퍼롤 초콜릿,589
D017139,쿠키 앤 크림 카라멜,393
D017150,아이스 초코 쿠키샌드,190
D017151,아이스 치즈 쿠키샌드,200
D017154,타블렛 쇼콜라,197
D017155,애니멀 쇼콜라,78
D017156,곰돌이 푸_흑당 생크림,1765
D017157,띠띠뽀띠띠뽀 꼬마기차 카스테라,74
D017158,라푼젤 케이크,3487
D017159,띠띠뽀띠띠뽀,1040
D017160,띠띠뽀띠띠뽀 우유듬뿍 치즈케이크,110
D017161,띠띠뽀띠띠뽀 휭거마드레느,1215
D017162,띠띠뽀띠띠뽀 지니휭거마드레느,1215
D017163,띠띠뽀띠띠뽀 디젤휭거마드레느,1215
D017164,띠띠뽀띠띠뽀 휭거마드레느,725
D017165,띠띠뽀 초코스틱,159
D017166,지니 초코스틱,151
D017167,디젤 초코스틱,163
D017168,헬로우 미키미니,1549
D017177,아메리카노 HOT,18
D017178,꿀아메리카노HOT,102.66
D017179,카페라떼HOT,180.5
D017180,카라멜마끼아또HOT,250.43
D017181,바닐라라떼HOT,238.19
D017182,카페모카HOT,293.88
D017183,민트카페모카HOT,370.74
D017184,카푸치노HOT,148.97
D017185,티라미수라떼HOT,469.49
D017186,연유라떼HOT,362.92
D017187,헤이즐넛아메리카노HOT,72.27
D017188,바닐라아메리카노HOT,75.69
D017189,아메리카노ICE,18
D017190,카페라떼ICE,167.5
D017191,카라멜마끼아또ICE,228.24
D017192,바닐라라떼ICE,224.92
D017193,카페모카ICE,212.63
D017194,민트카페모카ICE,283.5
D017195,큐브라떼ICE,292.36
D017196,카푸치노ICE,135.97
D017197,티라미수라떼ICE,463.62
D017198,꿀아메리카노ICE,102.66
D017199,헤이즐넛아메리카노ICE,90.36
D017200,바닐라아메리카노ICE,94.92
D017201,콜드브루 커피ICE,9
D017202,콜드브루 커피HOT,9
D017203,콜드브루 라떼 ICE,121
D017204,콜드브루 라떼HOT,121
D017205,콜드브루 스톰 ICE,213
D017206,콜드브루 스톰HOT,213
D017207,녹차라떼HOT,242
D017208,고구마라떼HOT,354
D017209,로얄밀크티HOT,204
D017210,민트크림초코HOT,379
D017211,메가초코HOT,333
D017212,곡물라떼HOT,427.98
D017213,토피넛라떼,379.11
D017214,녹차라떼ICE,242
D017215,고구마라떼ICE,344
D017216,아이스밀크티ICE,145
D017217,민트크림초코ICE,242
D017218,메가초코ICE,333
D017219,스트로베리큐브라떼,379
D017220,아이스 토피넛라떼,379.11
D017221,유자차,313
D017222,레몬티,312.51
D017223,자몽티,295.73
D017224,캐모마일,0
D017225,페퍼민트,0
D017226,얼그레이,0
D017227,허니자몽블랙티,233.13
D017228,사과유자차,250.4
D017229,아이스티,54
D017230,허니자몽블랙티,234.93
D017231,사과유자티,254.4
D017232,오곡바나나,487.2
D017233,딸기,331.6
D017234,딸기바나나,537.4
D017235,초코바나나,419.9
D017236,레몬에이드,142.83
D017237,블루레몬에이드,159.95
D017238,자몽에이드,218.61
D017239,체리콕,510.46
D017240,메가에이드 레몬+자몽+라임,334.14
D017241,자몽모히또 (무알콜),245.55
D017242,청포도모히또(무알콜),217.3
D017243,라임모히또(무알콜),245.55
D017244,유니콘매직에이드(핑크),151.38
D017245,유니콘매직에이드(블루),237.44
D017246,청포도 에이드,221.12
D017247,핫도그,320
D017248,초코무스케익,251
D017249,더블초코칩 쿠키,138
D017250,쿠키프라페,695.72
D017251,민트프라페,418.01
D017252,리얼초코프라페,391.9
D017253,녹차프라페,519.36
D017254,플레인 퐁크러쉬,496.39
D017255,딸기 퐁크러쉬,496.29
D017256,바나나 퐁크러쉬,622.06
D017257,스트로베리치즈홀릭,593.62
D017258,유니콘프라페,419.23
D017259,복숭아스무디,301.25
D017260,자두스무디,262.72
D017261,커피프라페,258.06
D017262,치즈케익,180
D017263,딸기요거트스무디ICE,396.67
D017264,망고요거트스무디ICE,379.37
D017265,크렌베리아몬드쿠키,131
D017266,모카초코칩 쿠키,138
D017267,카라멜크로넛,324
D017268,플레인요거트스무디ICE,492.62
D017269,아메리카노,10
D017270,아이스 아메리카노,10
D017271,카페라떼,143
D017272,아이스 카페라떼,125
D017273,카푸치노,160
D017274,아이스 카푸치노,111
D017275,바닐라라떼,213
D017276,아이스 바닐라라떼,171
D017277,카라멜라떼,213
D017278,아이스 카라멜라떼,171
D017279,카페모카,321
D017280,아이스 카페모카,279
D017281,카라멜모카,285
D017282,아이스 카라멜모카,243
D017283,카라멜 마끼아또,256
D017284,아이스 카라멜 마끼아또,7
D017285,콜드브루,8
D017286,아이스 콜드브루,8
D017287,콜드브루라떼,154
D017288,아이스 콜드브루라떼,127
D017289,에스프레소,10
D017290,초코라떼,293
D017291,아이스 초코라떼,265
D017292,녹차라떼,288
D017293,아이스 녹차라떼,260
D017294,검은콩라떼,279
